run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetSentToPeerWithoutRetry:sum(packetBytes),source,ieee80211NotRetry(packetSentToPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetSentToPeerWithoutRetry:sum(packetBytes),title,"packets sent: without retry, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDrop:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:count,source,packetDropped,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:count,title,"packet drops, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDrop:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:sum(packetBytes),source,packetDropped,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDrop:sum(packetBytes),title,"packet drops, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:count,source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:count,title,"packet drops: not addressed to us, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:sum(packetBytes),source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropNotAddressedToUs:sum(packetBytes),title,"packet drops: not addressed to us, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:count,title,"packet drops: queue overflow, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:sum(packetBytes),source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropQueueOverflow:sum(packetBytes),title,"packet drops: queue overflow, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:count,source,packetDropReasonIsRetryLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:count,title,"packet drops: retry limit reached, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:sum(packetBytes),source,packetDropReasonIsRetryLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,packetDropRetryLimitReached:sum(packetBytes),title,"packet drops: retry limit reached, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac.dcf,linkBroken:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,linkBroken:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac.dcf,linkBroken:count,title,"link breaks, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:count,title,"packets received from lower layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromLower:sum(packetBytes),title,"packets received from lower layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetSentToLower:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToLower:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToLower:count,title,"packets sent to lower layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetSentToLower:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToLower:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToLower:sum(packetBytes),title,"packets sent to lower layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:count,title,"packets received from upper layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetReceivedFromUpper:sum(packetBytes),title,"packets received from upper layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetSentToUpper:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToUpper:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToUpper:count,title,"packets sent to upper layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetSentToUpper:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToUpper:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetSentToUpper:sum(packetBytes),title,"packets sent to upper layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDrop:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:count,source,packetDropped,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:count,title,"packet drops, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDrop:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:sum(packetBytes),source,packetDropped,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDrop:sum(packetBytes),title,"packet drops, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:count,title,"packet drops: incorrectly received, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:sum(packetBytes),source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropIncorrectlyReceived:sum(packetBytes),title,"packet drops: incorrectly received, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:count,source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:count,title,"packet drops: not addressed to us, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:sum(packetBytes),source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropNotAddressedToUs:sum(packetBytes),title,"packet drops: not addressed to us, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:count,title,"packet drops: queue overflow, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:sum(packetBytes),source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropQueueOverflow:sum(packetBytes),title,"packet drops: queue overflow, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:count,source,packetDropReasonIsRetryLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:count,title,"packet drops: retry limit reached, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:sum(packetBytes),source,packetDropReasonIsRetryLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropRetryLimitReached:sum(packetBytes),title,"packet drops: retry limit reached, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:count,source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:count,title,"packet drops: duplicate detected, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:sum(packetBytes),source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropDuplicateDetected:sum(packetBytes),title,"packet drops: duplicate detected, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropOther:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:count,source,packetDropReasonIsOther(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:count,title,"packet drops: other, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,packetDropOther:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:sum(packetBytes),source,packetDropReasonIsOther(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,packetDropOther:sum(packetBytes),title,"packet drops: other, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].mac,linkBroken:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,linkBroken:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].mac,linkBroken:count,title,"link breaks, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].radio,radioMode:count,,,3,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,radioMode:count,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,radioMode:count,source,radioModeChanged,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,radioMode:count,title,"Radio mode, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].radio,receptionState:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,receptionState:count,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,receptionState:count,source,receptionStateChanged,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,receptionState:count,title,"Radio reception state, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].wlan[0].radio,transmissionState:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,transmissionState:count,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,transmissionState:count,source,transmissionStateChanged,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].wlan[0].radio,transmissionState:count,title,"Radio transmission state, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:count,source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:count,title,"packet drop: address resolution failed, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),title,"packet drop: address resolution failed, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:count,source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:count,title,"packet drop: hop limit reached, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:sum(packetBytes),source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropHopLimitReached:sum(packetBytes),title,"packet drop: hop limit reached, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:count,source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:count,title,"packet drop: forwarding disabled, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),title,"packet drop: forwarding disabled, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:count,source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:count,title,"packet drop: no interface found, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),title,"packet drop: no interface found, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:count,source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:count,title,"packet drop: no route found, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:sum(packetBytes),source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropNoRouteFound:sum(packetBytes),title,"packet drop: no route found, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropUndefined:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropUndefined:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropUndefined:count,source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[27].ipv4.ip,packetDropUndefined:count,title,"packet drop: undefined, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[27].ipv4.ip,packetDropUndefined:sum(packetBytes),,,0,,,,,,,,
